842	41716	42
842	39049	42
0	172875	42
1	172876	42
2	172877	42
3	172878	42
4	172879	42
5	172880	42
6	172881	42
7	172882	42
8	172883	42
9	172884	42
10	172885	42
11	172886	42
12	172887	42
13	172888	42
14	172889	42
15	172890	42
16	172891	42
17	172892	42
18	172893	42
19	172894	42
20	172895	42
21	172896	42
22	172897	42
23	172898	42
24	172899	42
25	172900	42
26	172901	42
27	172902	42
28	172903	42
29	172904	42
30	172905	42
31	172906	42
32	172907	42
33	172908	42
34	172909	42
35	172910	42
36	172911	42
37	172912	42
38	172913	42
39	172914	42
40	172915	42
41	172916	42
42	172917	42
43	172918	42
44	172919	42
45	172920	42
46	172921	42
47	172922	42
48	172923	42
49	172924	42
50	172925	42
51	172926	42
52	172927	42
53	172928	42
54	172929	42
55	172930	42
56	172931	42
57	172932	42
58	172933	42
59	172934	42
60	172935	42
61	172936	42
62	172937	42
63	172938	42
64	172939	42
65	172940	42
66	172941	42
67	172942	42
68	172943	42
69	172944	42
70	172945	42
71	172946	42
72	172947	42
73	172948	42
74	172949	42
75	172950	42
76	172951	42
77	172952	42
78	172953	42
79	172954	42
80	172955	42
81	172956	42
82	172957	42
83	172958	42
84	172959	42
85	172960	42
86	172961	42
87	172962	42
88	172963	42
89	172964	42
90	172965	42
249	173124	42
250	173125	42
251	173126	42
252	173127	42
253	173128	42
254	173129	42
255	173130	42
256	173131	42
257	173132	42
258	173133	42
259	173134	42
260	173135	42
261	173136	42
262	173137	42
263	173138	42
264	173139	42
265	173140	42
266	173141	42
267	173142	42
268	173143	42
269	173144	42
270	173145	42
271	173146	42
272	173147	42
273	173148	42
274	173149	42
275	173150	42
276	173151	42
277	173152	42
278	173153	42
279	173154	42
280	173155	42
281	173156	42
282	173157	42
283	173158	42
284	173159	42
285	173160	42
286	173161	42
287	173162	42
288	173163	42
289	173164	42
290	173165	42
291	173166	42
292	173167	42
293	173168	42
294	173169	42
295	173170	42
296	173171	42
297	173172	42
298	173173	42
299	173174	42
300	173175	42
301	173176	42
302	173177	42
303	173178	42
304	173179	42
305	173180	42
306	173181	42
307	173182	42
308	173183	42
309	173184	42
310	173185	42
311	173186	42
312	173187	42
313	173188	42
314	173189	42
315	173190	42
316	173191	42
317	173192	42
318	173193	42
319	173194	42
320	173195	42
321	173196	42
322	173197	42
323	173198	42
324	173199	42
325	173200	42
326	173201	42
327	173202	42
328	173203	42
329	173204	42
330	173205	42
331	173206	42
332	173207	42
333	173208	42
334	173209	42
335	173210	42
336	173211	42
337	173212	42
338	173213	42
339	173214	42
340	173215	42
341	173216	42
342	173217	42
343	173218	42
344	173219	42
345	173220	42
346	173221	42
347	173222	42
348	173223	42
349	173224	42
350	173225	42
351	173226	42
352	173227	42
353	173228	42
354	173229	42
355	173230	42
356	173231	42
357	173232	42
358	173233	42
359	173234	42
360	173235	42
361	173236	42
362	173237	42
363	173238	42
364	173239	42
365	173240	42
366	173241	42
367	173242	42
368	173243	42
369	173244	42
370	173245	42
371	173246	42
372	173247	42
373	173248	42
374	173249	42
375	173250	42
376	173251	42
377	173252	42
378	173253	42
379	173254	42
380	173255	42
381	173256	42
382	173257	42
383	173258	42
384	173259	42
385	173260	42
386	173261	42
387	173262	42
388	173263	42
389	173264	42
390	173265	42
391	173266	42
392	173267	42
393	173268	42
394	173269	42
395	173270	42
396	173271	42
397	173272	42
398	173273	42
399	173274	42
400	173275	42
401	173276	42
402	173277	42
403	173278	42
404	173279	42
405	173280	42
406	173281	42
407	173282	42
408	173283	42
409	173284	42
410	173285	42
411	173286	42
412	173287	42
603	173471	42
604	173472	42
605	173473	42
606	173474	42
607	173475	42
608	173476	42
609	173477	42
610	173478	42
611	173479	42
612	173480	42
613	173481	42
614	173482	42
615	173483	42
616	173484	42
617	173485	42
618	173486	42
619	173487	42
620	173488	42
621	173489	42
622	173490	42
623	173491	42
624	173492	42
625	173493	42
626	173494	42
627	173495	42
628	173496	42
629	173497	42
630	173498	42
631	173499	42
632	173500	42
633	173501	42
634	173502	42
635	173503	42
636	173504	42
637	173505	42
638	173506	42
639	173507	42
640	173508	42
641	173509	42
642	173510	42
643	173511	42
644	173512	42
645	173513	42
646	173514	42
647	173515	42
648	173516	42
649	173517	42
650	173518	42
651	173519	42
652	173520	42
653	173521	42
654	173522	42
655	173523	42
656	173524	42
657	173525	42
658	173526	42
659	173527	42
660	173528	42
661	173529	42
662	173530	42
663	173531	42
664	173532	42
665	173533	42
666	173534	42
667	173535	42
668	173536	42
669	173537	42
670	173538	42
671	173539	42
672	173540	42
673	173541	42
674	173542	42
675	173543	42
676	173544	42
677	173545	42
678	173546	42
679	173547	42
680	173548	42
681	173549	42
682	173550	42
683	173551	42
684	173552	42
685	173553	42
686	173554	42
687	173555	42
688	173556	42
689	173557	42
690	173558	42
691	173559	42
692	173560	42
693	173561	42
694	173562	42
695	173563	42
696	173564	42
697	173565	42
698	173566	42
699	173567	42
700	173568	42
701	173569	42
702	173570	42
703	173571	42
704	173572	42
0	176679	42
1	176680	42
2	176681	42
3	176682	42
4	176683	42
5	176684	42
6	176685	42
7	176686	42
8	176687	42
9	176688	42
10	176689	42
11	176690	42
12	176691	42
13	176692	42
14	176693	42
15	176694	42
16	176695	42
17	176696	42
18	176697	42
19	176698	42
20	176699	42
21	176700	42
22	176701	42
23	176702	42
24	176703	42
25	176704	42
26	176705	42
27	176706	42
28	176707	42
29	176708	42
30	176709	42
31	176710	42
32	176711	42
33	176712	42
34	176713	42
35	176714	42
36	176715	42
37	176716	42
38	176717	42
39	176718	42
40	176719	42
41	176720	42
42	176721	42
43	176722	42
44	176723	42
45	176724	42
46	176725	42
47	176726	42
48	176727	42
49	176728	42
50	176729	42
51	176730	42
52	176731	42
53	176732	42
54	176733	42
55	176734	42
56	176735	42
57	176736	42
58	176737	42
59	176738	42
60	176739	42
61	176740	42
62	176741	42
63	176742	42
64	176743	42
65	176744	42
66	176745	42
67	176746	42
68	176747	42
69	176748	42
70	176749	42
71	176750	42
72	176751	42
73	176752	42
74	176753	42
75	176754	42
76	176755	42
77	176756	42
78	176757	42
79	176758	42
80	176759	42
81	176760	42
82	176761	42
83	176762	42
84	176763	42
85	176764	42
86	176765	42
87	176766	42
88	176767	42
89	176768	42
90	176769	42
249	176928	42
250	176929	42
251	176930	42
252	176931	42
253	176932	42
254	176933	42
255	176934	42
256	176935	42
257	176936	42
258	176937	42
259	176938	42
260	176939	42
261	176940	42
262	176941	42
263	176942	42
264	176943	42
265	176944	42
266	176945	42
267	176946	42
268	176947	42
269	176948	42
270	176949	42
271	176950	42
272	176951	42
273	176952	42
274	176953	42
275	176954	42
276	176955	42
277	176956	42
278	176957	42
279	176958	42
280	176959	42
281	176960	42
282	176961	42
283	176962	42
284	176963	42
285	176964	42
286	176965	42
287	176966	42
288	176967	42
289	176968	42
290	176969	42
291	176970	42
292	176971	42
293	176972	42
294	176973	42
295	176974	42
296	176975	42
297	176976	42
298	176977	42
299	176978	42
300	176979	42
301	176980	42
302	176981	42
303	176982	42
304	176983	42
305	176984	42
306	176985	42
307	176986	42
308	176987	42
309	176988	42
310	176989	42
311	176990	42
312	176991	42
313	176992	42
314	176993	42
315	176994	42
316	176995	42
317	176996	42
318	176997	42
319	176998	42
320	176999	42
321	177000	42
322	177001	42
323	177002	42
324	177003	42
325	177004	42
326	177005	42
327	177006	42
328	177007	42
329	177008	42
330	177009	42
331	177010	42
332	177011	42
333	177012	42
334	177013	42
335	177014	42
336	177015	42
337	177016	42
338	177017	42
339	177018	42
340	177019	42
341	177020	42
342	177021	42
343	177022	42
344	177023	42
345	177024	42
346	177025	42
347	177026	42
348	177027	42
349	177028	42
350	177029	42
351	177030	42
352	177031	42
353	177032	42
354	177033	42
355	177034	42
356	177035	42
357	177036	42
358	177037	42
359	177038	42
360	177039	42
361	177040	42
362	177041	42
363	177042	42
364	177043	42
365	177044	42
366	177045	42
367	177046	42
368	177047	42
369	177048	42
370	177049	42
371	177050	42
372	177051	42
373	177052	42
374	177053	42
375	177054	42
376	177055	42
377	177056	42
378	177057	42
379	177058	42
380	177059	42
381	177060	42
382	177061	42
383	177062	42
384	177063	42
385	177064	42
386	177065	42
387	177066	42
388	177067	42
389	177068	42
390	177069	42
391	177070	42
392	177071	42
393	177072	42
394	177073	42
395	177074	42
396	177075	42
397	177076	42
398	177077	42
399	177078	42
400	177079	42
401	177080	42
402	177081	42
403	177082	42
404	177083	42
405	177084	42
406	177085	42
407	177086	42
408	177087	42
409	177088	42
410	177089	42
411	177090	42
412	177091	42
603	177282	42
604	177283	42
605	177284	42
606	177285	42
607	177286	42
608	177287	42
609	177288	42
610	177289	42
611	177290	42
612	177291	42
613	177292	42
614	177293	42
615	177294	42
616	177295	42
617	177296	42
618	177297	42
619	177298	42
620	177299	42
621	177300	42
622	177301	42
623	177302	42
624	177303	42
625	177304	42
626	177305	42
627	177306	42
628	177307	42
629	177308	42
630	177309	42
631	177310	42
632	177311	42
633	177312	42
634	177313	42
635	177314	42
636	177315	42
637	177316	42
638	177317	42
639	177318	42
640	177319	42
641	177320	42
642	177321	42
643	177322	42
644	177323	42
645	177324	42
646	177325	42
647	177326	42
648	177327	42
649	177328	42
650	177329	42
651	177330	42
652	177331	42
653	177332	42
654	177333	42
655	177334	42
656	177335	42
657	177336	42
658	177337	42
659	177338	42
660	177339	42
661	177340	42
662	177341	42
663	177342	42
664	177343	42
665	177344	42
666	177345	42
667	177346	42
668	177347	42
669	177348	42
670	177349	42
671	177350	42
672	177351	42
673	177352	42
674	177353	42
675	177354	42
676	177355	42
677	177356	42
678	177357	42
679	177358	42
680	177359	42
681	177360	42
682	177361	42
683	177362	42
684	177363	42
685	177364	42
686	177365	42
687	177366	42
688	177367	42
689	177368	42
690	177369	42
691	177370	42
692	177371	42
693	177372	42
694	177373	42
695	177374	42
696	177375	42
697	177376	42
698	177377	42
699	177378	42
700	177379	42
701	177380	42
702	177381	42
703	177382	42
704	177383	42
705	177384	42
706	177385	42
707	177386	42
708	177387	42
709	177388	42
710	177389	42
711	177390	42
712	177391	42
713	177392	42
714	177393	42
715	177394	42
716	177395	42
717	177396	42
718	177397	42
719	177398	42
720	177399	42
721	177400	42
722	177401	42
723	177402	42
724	177403	42
725	177404	42
726	177405	42
727	177406	42
728	177407	42
729	177408	42
730	177409	42
731	177410	42
732	177411	42
733	177412	42
734	177413	42
735	177414	42
736	177415	42
737	177416	42
738	177417	42
739	177418	42
740	177419	42
741	177420	42
742	177421	42
743	177422	42
744	177423	42
745	177424	42
746	177425	42
747	177426	42
748	177427	42
749	177428	42
750	177429	42
751	177430	42
752	177431	42
753	177432	42
754	177433	42
755	177434	42
756	177435	42
757	177436	42
758	177437	42
759	177438	42
760	177439	42
761	177440	42
762	177441	42
763	177442	42
764	177443	42
765	177444	42
766	177445	42
767	177446	42
768	177447	42
769	177448	42
770	177449	42
771	177450	42
772	177451	42
773	177452	42
774	177453	42
775	177454	42
776	177455	42
777	177456	42
778	177457	42
779	177458	42
780	177459	42
781	177460	42
782	177461	42
783	177462	42
784	177463	42
785	177464	42
786	177465	42
787	177466	42
788	177467	42
789	177468	42
790	177469	42
791	177470	42
792	177471	42
793	177472	42
794	177473	42
795	177474	42
796	177475	42
797	177476	42
798	177477	42
799	177478	42
800	177479	42
801	177480	42
841	103836	42
842	103837	42
842	2164	42
841	1470	42
842	1471	42
841	4414	42
842	4415	42
842	2275	42
842	1028	42
842	2320	42
841	2041	42
842	2042	42
840	1358	42
841	1359	42
842	1360	42
841	2413	42
842	2414	42
842	2317	42
840	2183	42
841	2184	42
842	2185	42
842	1950	42
841	1298	42
842	1299	42
842	138125	42
842	8126	42
842	2167	42
841	7044	42
842	7045	42
842	6503	42
842	6157	42
842	1651	42
842	1025	42
840	1045	42
841	1046	42
842	1047	42
842	2386	42
842	1787	42
842	1749	42
842	2655	42
842	1450	42
842	2377	42
842	7991	42
842	157431	42
842	40190	42
842	71250	42
842	551019	42
842	460099	42
842	330030	42
842	181657	42
842	145974	42
842	175848	42
842	165717	42
842	105526	42
841	302883	42
842	302884	42
842	53475	42
841	125547	42
842	125548	42
842	276108	42
842	205406	42
842	139086	42
842	320749	42
842	142128	42
842	270121	42
842	165418	42
839	1046834	42
840	1046835	42
841	1046836	42
842	1046837	42
842	86532	42
842	158943	42
841	206318	42
842	206319	42
842	171797	42
842	369263	42
842	59015	42
841	270965	42
842	270966	42
842	78608	42
842	170205	42
841	178195	42
842	178196	42
842	99844	42
842	17434	42
842	28823	42
842	403127	42
842	48369	42
842	50257	42
840	70884	42
841	70885	42
842	70886	42
841	223623	42
842	223624	42
842	110394	42
842	173150	42
842	180670	42
839	173645	42
840	173646	42
841	173647	42
842	173648	42
842	82727	42
842	173458	42
842	60031	42
842	439081	42
842	179253	42
842	188314	42
842	200997	42
842	167312	42
842	408270	42
842	152873	42
841	119496	42
842	119497	42
842	184318	42
842	76060	42
842	322165	42
842	1511110	42
842	263053	42
841	232855	42
842	232856	42
841	375689	42
842	375690	42
842	235826	42
842	164788	42
842	170221	42
841	63915	42
842	63916	42
842	74652	42
842	96923	42
842	144205	42
842	378546	42
842	130956	42
842	106710	42
842	88069	42
842	174060	42
842	74012	42
